municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
336,Villa,Lykkebrovej 1,4672, Klippinge,680028 ,30-12-2022,Andet,291,2337.0,6,1920,
336,Villa,Strøby Bygade 18,4671, Strøby,1250000 ,30-12-2022,Alm. Salg,120,10417.0,4,1877,
336,Ejerlejlighed,"Vestergade 6, 1. tv",4660, Store Heddinge,433500 ,29-12-2022,Fam. Salg,66,6568.0,2,1970,
336,Villa,Opalvej 22,4600, Køge,1657500 ,27-12-2022,Fam. Salg,120,13813.0,4,1999,
336,Villa,Skovvangsvej 32,4600, Køge,2200000 ,27-12-2022,Fam. Salg,143,15385.0,5,1964,
336,Villa,Bjælkerupvej 26,4660, Store Heddinge,975000 ,27-12-2022,Alm. Salg,98,9949.0,3,1945,-2%
336,Rækkehus,Bredgade 14B,4652, Hårlev,900000 ,21-12-2022,Alm. Salg,69,13043.0,2,1983,
336,Ejerlejlighed,"Elvervangen 1I, 1",4652, Hårlev,880000 ,20-12-2022,Alm. Salg,63,13968.0,2,2002,-2%
336,Villa,Pinjevej 47,4600, Køge,1600000 ,20-12-2022,Fam. Salg,160,10000.0,5,1971,
336,Villa,Kappelkærvej 2,4660, Store Heddinge,684612 ,20-12-2022,Andet,152,4504.0,6,1960,
336,Villa,Stevnsvej 74,4600, Køge,3000000 ,20-12-2022,Alm. Salg,157,13825.0,5,1907,
336,Villa,Nygade 3,4672, Klippinge,770000 ,19-12-2022,Alm. Salg,117,6581.0,4,1935,-14%
336,Villa,Dyndledsvej 4,4652, Hårlev,1000000 ,15-12-2022,Fam. Salg,162,6173.0,6,1897,
336,Ejerlejlighed,"Algade 12A, 2. th",4660, Store Heddinge,690000 ,13-12-2022,Alm. Salg,62,11129.0,2,1849,-13%
336,Villa,Kirkebjergvej 19,4673, Rødvig Stevns,1550000 ,13-12-2022,Alm. Salg,144,10764.0,5,1986,
336,Villa,Præstegårdsvej 4,4660, Store Heddinge,2500000 ,13-12-2022,Alm. Salg,145,17241.0,5,1959,-5%
336,Villa,Lerskovvej 11,4652, Hårlev,1600000 ,12-12-2022,Alm. Salg,151,10596.0,3,1877,-6%
336,Villa,Bovangen 38,4660, Store Heddinge,977500 ,30-11-2022,Fam. Salg,115,8500.0,4,1987,
336,Villa,Falkevej 4,4672, Klippinge,3135000 ,29-11-2022,Alm. Salg,192,16328.0,5,1800,-4%
336,Villa,Brovej 4,4652, Hårlev,325000 ,29-11-2022,Fam. Salg,90,3611.0,2,1882,
336,Villa,Algade 40,4660, Store Heddinge,1100000 ,29-11-2022,Alm. Salg,172,6395.0,7,1722,-21%
336,Villa,Sigerslevvej 59,4660, Store Heddinge,312500 ,29-11-2022,Alm. Salg,125,1953.0,5,1850,
336,Rækkehus,Bobakken 18,4652, Hårlev,2600000 ,28-11-2022,Alm. Salg,122,21311.0,4,2018,-2%
336,Villa,Højgårdsvej 2,4660, Store Heddinge,923270 ,28-11-2022,Andet,138,6690.0,5,1902,
336,Villa,Rosenvangen 4,4660, Store Heddinge,1445000 ,21-11-2022,Alm. Salg,104,13894.0,3,2003,-3%
336,Rækkehus,Høvdingegården 3,4652, Hårlev,2450000 ,20-11-2022,Andet,115,21304.0,4,2018,
