municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
190,Villa,Kålundsvej 25,3520, Farum,9100000 ,30-12-2022,Alm. Salg,212,42925.0,7,1909,-9%
190,Villa,Mølledalen 17,3500, Værløse,6190000 ,28-12-2022,Alm. Salg,204,30343.0,5,1971,-8%
190,Villa,Birkegården 98B,3500, Værløse,1500000 ,28-12-2022,Alm. Salg,182,8242.0,5,0,-57%
190,Villa,Poppel Alle 70,3500, Værløse,7995000 ,22-12-2022,Alm. Salg,155,51581.0,5,1971,
190,Villa,Anemonevej 25B,3500, Værløse,7510000 ,22-12-2022,Alm. Salg,173,43410.0,5,1980,-6%
190,Ejerlejlighed,"Bymidten 56, 2. r",3500, Værløse,1265000 ,21-12-2022,Fam. Salg,71,17817.0,3,1959,
190,Villa,Højdevej 22,3500, Værløse,7350000 ,21-12-2022,Alm. Salg,145,50690.0,5,1967,
190,Villa,Åsevej 4,3500, Værløse,5600000 ,20-12-2022,Alm. Salg,174,32184.0,5,1965,-5%
190,Rækkehus,Skråplanet 23,3500, Værløse,4400000 ,19-12-2022,Alm. Salg,156,28205.0,6,1974,
190,Rækkehus,Lærkehaven 52,3500, Værløse,3725000 ,18-12-2022,Alm. Salg,85,43824.0,3,2001,
190,Rækkehus,Gartnervænget 57,3520, Farum,3700000 ,17-12-2022,Alm. Salg,119,31092.0,5,1967,-7%
190,Rækkehus,Skovhuskrogen 23,3500, Værløse,2350000 ,16-12-2022,Alm. Salg,132,17803.0,4,2013,
190,Rækkehus,Æblehaven 41,3500, Værløse,4216500 ,15-12-2022,Alm. Salg,112,37647.0,4,2004,-6%
190,Villa,Violvej 28,3500, Værløse,7150000 ,15-12-2022,Alm. Salg,167,42814.0,5,1994,-8%
190,Villa,Nordvænget 4A,3520, Farum,2750000 ,14-12-2022,Alm. Salg,158,17405.0,5,1960,
190,Villa,Syvstjerne Vænge 12,3500, Værløse,4800000 ,14-12-2022,Alm. Salg,132,36364.0,5,1948,-4%
190,Villa,Hestetangsvej 12,3520, Farum,5450000 ,12-12-2022,Alm. Salg,148,36824.0,5,1929,-4%
190,Villa,Tibberup Alle 43,3500, Værløse,7000000 ,12-12-2022,Alm. Salg,171,40936.0,6,1957,-10%
190,Villa,Gran Alle 10,3500, Værløse,8200000 ,12-12-2022,Alm. Salg,186,44086.0,5,1972,
190,Rækkehus,Rørmosevej 22,3520, Farum,2326131 ,11-12-2022,Alm. Salg,119,19547.0,4,2006,
190,Villa,Gammelgårdsvej 16,3520, Farum,4500016 ,10-12-2022,Alm. Salg,108,41667.0,4,1949,-6%
190,Rækkehus,Solhøjpark 60,3520, Farum,3300000 ,08-12-2022,Alm. Salg,134,24627.0,4,1981,-6%
190,Villa,Mølledalen 34,3500, Værløse,5100000 ,08-12-2022,Alm. Salg,140,36429.0,4,1968,-7%
190,Rækkehus,Langdyssegårdsvej 61,3500, Værløse,4550000 ,07-12-2022,Alm. Salg,120,37917.0,4,2020,
190,Villa,Ballerupvej 84,3500, Værløse,4950000 ,07-12-2022,Alm. Salg,172,28779.0,7,1963,
190,Villa,Lindevej 65,3500, Værløse,9200000 ,07-12-2022,Alm. Salg,132,69697.0,4,1915,-3%
190,Villa,Åkandevej 28,3500, Værløse,3200000 ,06-12-2022,Alm. Salg,98,32653.0,4,1965,-9%
190,Rækkehus,Hejrebakken 11A,3500, Værløse,4900000 ,05-12-2022,Alm. Salg,101,48515.0,3,2005,-7%
190,Rækkehus,Højeloft Vænge 144,3500, Værløse,4050000 ,04-12-2022,Alm. Salg,145,27931.0,5,1971,-8%
190,Villa,Generalvænget 13,3520, Farum,5800000 ,04-12-2022,Alm. Salg,134,43284.0,5,2014,
190,Villa,Mølledalen 28,3500, Værløse,2200000 ,01-12-2022,Andet,153,14379.0,4,1972,
190,Rækkehus,Højen 11,3500, Værløse,4600000 ,30-11-2022,Alm. Salg,136,33824.0,4,2017,-4%
190,Ejerlejlighed,"Farum Hovedgade 82D, 1. tv",3520, Farum,2175000 ,30-11-2022,Alm. Salg,76,28618.0,3,1970,-9%
190,Villa,Anekæret 7,3520, Farum,5250000 ,29-11-2022,Alm. Salg,145,36207.0,5,1969,
190,Rækkehus,Gartnervænget 89,3520, Farum,735000 ,28-11-2022,Alm. Salg,119,6176.0,5,1967,
190,Rækkehus,Tornehøj 3,3520, Farum,3950000 ,27-11-2022,Alm. Salg,136,29044.0,4,1973,-7%
190,Rækkehus,Eskadronvænget 20,3520, Farum,3450000 ,27-11-2022,Alm. Salg,106,32547.0,5,2015,-4%
190,Villa,Tibberup Alle 18,3500, Værløse,7550000 ,26-11-2022,Alm. Salg,160,47188.0,7,1942,-6%
190,Rækkehus,Æblehaven 48,3500, Værløse,2174999 ,24-11-2022,Alm. Salg,112,19420.0,4,2004,
190,Ejerlejlighed,"Bavnehøj Park 31, st. th",3500, Værløse,3000000 ,23-11-2022,Alm. Salg,94,31915.0,4,1968,-6%
190,Rækkehus,Faldskærmsvej 41,3500, Værløse,4000000 ,21-11-2022,Alm. Salg,132,30303.0,4,2019,-2%
190,Rækkehus,Lerstedet 20,3500, Værløse,3150000 ,21-11-2022,Fam. Salg,148,21284.0,5,1971,
190,Villa,Brådervej 11,3500, Værløse,4515000 ,21-11-2022,Alm. Salg,150,30100.0,5,1968,-10%
190,Villa,Enebovænge 23,3520, Farum,5150000 ,21-11-2022,Alm. Salg,136,37868.0,5,1972,-6%
190,Rækkehus,Folehaven 17,3520, Farum,3800000 ,20-11-2022,Alm. Salg,93,40860.0,4,1955,-2%
190,Villa,Farum Gydevej 10,3520, Farum,4995000 ,20-11-2022,Alm. Salg,120,41625.0,4,1959,
190,Villa,Gedebro 5,3520, Farum,4400000 ,18-11-2022,Alm. Salg,88,50000.0,3,1959,
190,Rækkehus,Rastestedet 12,3500, Værløse,3500000 ,17-11-2022,Alm. Salg,107,32710.0,4,1969,-7%
190,Villa,Højeloft Vænge 73,3500, Værløse,4425000 ,17-11-2022,Alm. Salg,120,36875.0,4,1967,-10%
190,Ejerlejlighed,"Ryttergårdsvej 26, st. th",3520, Farum,1600000 ,16-11-2022,Alm. Salg,75,21333.0,3,1963,-6%
190,Rækkehus,Bringetoften 29,3500, Værløse,3900000 ,15-11-2022,Alm. Salg,157,24841.0,6,1976,-5%
190,Ejerlejlighed,"Kompagnivej 8, st. 4",3520, Farum,3875000 ,15-11-2022,Alm. Salg,131,29580.0,4,2017,-3%
190,Ejerlejlighed,"Garnisonsvej 2, 1. th",3520, Farum,3100000 ,14-11-2022,Alm. Salg,102,30392.0,4,2007,-5%
190,Villa,Skovbakken 7,3520, Farum,5850000 ,14-11-2022,Alm. Salg,126,46429.0,4,1984,-6%
190,Villa,Gedevasevej 36,3520, Farum,5395000 ,10-11-2022,Alm. Salg,166,32500.0,6,1959,
190,Rækkehus,Skolevængets Alle 4A,3520, Farum,4935000 ,07-11-2022,Alm. Salg,125,39480.0,4,1986,-1%
190,Villa,Anekæret 32,3520, Farum,5795000 ,07-11-2022,Alm. Salg,176,32926.0,5,1967,-2%
190,Ejerlejlighed,"Farum Hovedgade 82H, 1. th",3520, Farum,1850000 ,05-11-2022,Alm. Salg,76,24342.0,3,1970,-7%
190,Rækkehus,Tornehøj 54,3520, Farum,3950000 ,02-11-2022,Alm. Salg,132,29924.0,6,1972,-1%
190,Ejerlejlighed,"Rugmarken 39, 2. 4",3520, Farum,1150000 ,02-11-2022,Alm. Salg,39,29487.0,1,2006,-8%
190,Ejerlejlighed,"Ryetvej 51, 2. th",3500, Værløse,1600000 ,02-11-2022,Alm. Salg,63,25397.0,2,1968,-11%
190,Villa,Syrenvænget 8,3520, Farum,3650000 ,02-11-2022,Alm. Salg,191,19110.0,6,1966,
190,Ejerlejlighed,"Ryttergårdsvej 34, st. tv",3520, Farum,1965000 ,01-11-2022,Alm. Salg,76,25855.0,3,1963,-4%
190,Ejerlejlighed,"Bavnehøj Park 8, 1. 3",3500, Værløse,2095000 ,31-10-2022,Alm. Salg,75,27933.0,3,1969,-3%
190,Villa,Grantoftevej 21B,3500, Værløse,2677500 ,30-10-2022,Fam. Salg,161,16630.0,5,1966,
190,Villa,Nørreskovvang 45,3500, Værløse,4095000 ,30-10-2022,Alm. Salg,107,38271.0,4,1961,
190,Villa,Elmekrogen 4,3500, Værløse,6875000 ,27-10-2022,Alm. Salg,153,44935.0,4,1965,-7%
190,Ejerlejlighed,"Ryetvej 21, 2. tv",3500, Værløse,2800000 ,26-10-2022,Alm. Salg,96,29167.0,4,1968,-5%
190,Villa,Nordtoftevej 49,3520, Farum,7350000 ,26-10-2022,Alm. Salg,195,37692.0,6,1963,-4%
190,Villa,Toftegårdsvej 31,3520, Farum,6200000 ,26-10-2022,Alm. Salg,140,44286.0,4,1956,
190,Rækkehus,Lærkehaven 54,3500, Værløse,3300000 ,25-10-2022,Alm. Salg,85,38824.0,3,2001,-6%
190,Ejerlejlighed,Lyngholmpark 15,3520, Farum,1925000 ,24-10-2022,Alm. Salg,67,28731.0,2,1992,-4%
190,Villa,Toftekæret 14,3520, Farum,5500000 ,24-10-2022,Alm. Salg,178,30899.0,4,1959,
190,Rækkehus,Furesøgårdsvej 54,3520, Farum,1153500 ,20-10-2022,Andet,135,8544.0,4,1998,
190,Rækkehus,Vestre Alle 74,3500, Værløse,6301500 ,20-10-2022,Alm. Salg,126,50012.0,4,1912,
190,Ejerlejlighed,"Rugmarken 39, st. 22",3520, Farum,937000 ,20-10-2022,Alm. Salg,46,20370.0,2,2006,-6%
190,Villa,Rødegårdsvej 10,3500, Værløse,3945000 ,20-10-2022,Alm. Salg,104,37933.0,4,1954,-1%
190,Rækkehus,Bringevej 101,3500, Værløse,3750000 ,19-10-2022,Alm. Salg,104,36058.0,3,2007,
190,Rækkehus,Eskadronvænget 26,3520, Farum,3600000 ,18-10-2022,Alm. Salg,100,36000.0,5,2016,3%
