municipality,housing_type,address,zip_code,town,purchase_amount,date_of_sale,type_of_sale,square_meters,square_meters_price,rooms,year_of_construction,The percentage difference between the latest bid price and the sale price
219,Villa,Paradisvænget 8,3400, Hillerød,961250 ,30-12-2022,Andet,93,10336.0,5,1962,
219,Rækkehus,Sættedammen 11,3400, Hillerød,4700000 ,27-12-2022,Alm. Salg,176,26705.0,6,1972,-12%
219,Ejerlejlighed,"Sportsvej 53, st",3480, Fredensborg,2600000 ,27-12-2022,Alm. Salg,185,14054.0,6,1900,-4%
219,Villa,Jakob Knudsensvej 22,3400, Hillerød,1050000 ,26-12-2022,Fam. Salg,140,7500.0,5,1973,
219,Villa,Gammel Engvej 6A,3330, Gørløse,3750000 ,25-12-2022,Alm. Salg,157,23885.0,6,1938,-2%
219,Villa,Dønnegårdsvej 14,3400, Hillerød,3065000 ,24-12-2022,Alm. Salg,144,21285.0,5,1967,-3%
219,Rækkehus,Bombakken 18,3320, Skævinge,2700000 ,23-12-2022,Alm. Salg,110,24545.0,4,2007,
219,Ejerlejlighed,"Gl. Holmegårdsvej 49, 1. th",3400, Hillerød,1980000 ,23-12-2022,Alm. Salg,82,24146.0,3,1970,-3%
219,Ejerlejlighed,"Slangerupgade 12B, 1. th",3400, Hillerød,1695000 ,21-12-2022,Alm. Salg,59,28729.0,2,1927,
219,Villa,Holmegårdsparken 8,3320, Skævinge,1750000 ,21-12-2022,Alm. Salg,140,12500.0,5,1973,-20%
219,Villa,Bremertoften 12,3320, Skævinge,1745000 ,21-12-2022,Alm. Salg,163,10706.0,6,2005,
219,Ejerlejlighed,"Hostrupsvej 25, 5. tv",3400, Hillerød,1600000 ,20-12-2022,Alm. Salg,55,29091.0,2,1936,-6%
219,Villa,Københavnsvej 51A,3400, Hillerød,2800000 ,20-12-2022,Alm. Salg,164,17073.0,5,1968,-7%
219,Rækkehus,Baunetoften 21,3320, Skævinge,2260000 ,19-12-2022,Alm. Salg,110,20545.0,4,1990,-5%
219,Ejerlejlighed,Langesvej 11A,3400, Hillerød,2995500 ,19-12-2022,Alm. Salg,125,23964.0,4,1900,
219,Villa,Folemestervej 14,3400, Hillerød,3950000 ,18-12-2022,Alm. Salg,105,37619.0,4,1967,-6%
219,Villa,Helsingørsgade 35A,3400, Hillerød,6000000 ,18-12-2022,Alm. Salg,136,44118.0,3,1983,
219,Rækkehus,Slettebjerget 32,3400, Hillerød,1550000 ,15-12-2022,Alm. Salg,113,13717.0,4,1977,
219,Villa,"Jespervej 250, st",3400, Hillerød,2200000 ,15-12-2022,Alm. Salg,108,20370.0,4,1940,-12%
219,Rækkehus,Uvelse Park 13,3550, Slangerup,2650000 ,14-12-2022,Alm. Salg,112,23661.0,4,2005,-5%
219,Villa,Selskovvej 21,3400, Hillerød,3800000 ,14-12-2022,Alm. Salg,148,25676.0,3,1961,-12%
219,Villa,Gl. Skolevej 9,3400, Hillerød,2300000 ,14-12-2022,Fam. Salg,150,15333.0,5,1965,
219,Rækkehus,Sophienlund 69,3400, Hillerød,3200000 ,13-12-2022,Alm. Salg,98,32653.0,4,2005,-2%
